id,name,age,gender,offense_type,sentence_duration_years,release_date,employment_status,support_program_enrolled,housing_status,reoffended,education_level,skills_certifications,counseling_sessions_attended
2cd09563-75d8-4ee3-bcbc-77f43674e23b,Dr. Emily Newman,23,female,prostitution,12,2022-03-13,part_time_employment,job_readiness_program,family_support,yes,no_formal_qualification,landscaping_and_gardening,6
4aad75fd-f322-4126-8092-55895238b9f4,Jose Sanchez,37,male,animal_cruelty,2,2024-10-01,employed,vocational_training_program,family_support,yes,gcses,project_management_basics,4
b27f3704-f0cf-4dfe-b074-daf506c2a5ba,Danielle Mccullough,38,female,disorderly_conduct,1,2023-10-26,part_time_employment,entrepreneurship_program,family_support,yes,postgraduate_degree,welding_certification,5
049061fa-8522-4fb6-81f1-ac974d9653b8,Tom Boyer,40,other,prostitution,15,2022-01-23,self_employed,none,transitional_housing,no,gcses,data_entry,15
f046ead6-4af2-45c1-b602-85f8efd5592d,Joshua Baker,25,other,white_collar_crime,15,2020-02-06,self_employed,financial_literacy_program,family_support,yes,undergraduate_degree,driving_license_commercial,20
a2227e5b-ade2-4cdb-8739-93f176f68350,Kristin Fuller,41,male,credit_card_fraud,9,2024-03-14,part_time_employment,none,family_support,no,vocational_ualification,project_management_basics,0
bbcfe171-3f5e-4c9a-9472-7a480225911a,Elizabeth Ramirez,19,other,bribery,8,2023-03-29,part_time_employment,none,family_support,yes,postgraduate_degree,landscaping_and_gardening,2
551ccd34-19a4-40a7-af2a-8a54779797c4,Laura Smith,54,male,tax_evasion,15,2024-04-05,employed,computer_skills_trainingparenting_skills_workshop,family_support,yes,undergraduate_degree,landscaping_and_gardening,10
540eb71f-611d-48c0-b670-c61850ce6ffe,Sean Arnold,59,other,hate_crime,15,2024-04-25,self_employed,none,stable_housing,no,gcses,catering_and_hospitality,9
2e1a9f43-cd1d-41f9-8e2d-4cfd0a16b230,Yvonne Johns,23,male,white_collar_crime,14,2021-04-30,self_employed,addiction_recovery_program,shared_housing,yes,a_levels,plumbing_skills,7
a86ba244-39b8-4faa-9df8-671466aa66d4,Joan Mcintyre,24,male,stalking,4,2023-01-22,employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,shared_housing,no,gcses,catering_and_hospitality,7
8c38b8d6-d641-4de5-8c72-ef3be362eca5,Angel Mckinney,18,other,cybercrime,12,2021-05-23,part_time_employment,computer_skills_trainingparenting_skills_workshop,shared_housing,no,gcses,forklift_operation,1
df4105b1-e095-40fd-918c-080e0056e612,Daniel Martinez,21,other,human_trafficking,15,2020-07-25,part_time_employment,none,family_support,no,vocational_ualification,carpentry_skills,11
909a71bb-9fd4-4e87-b873-9d943824e30e,Joshua Chung,36,male,cybercrime,13,2024-01-02,employed,computer_skills_trainingparenting_skills_workshop,family_support,no,no_formal_qualification,small_business_basics,13
ab184013-6ed3-4eed-84e9-d12a3234515b,Carla Jacobson,47,female,public_intoxication,1,2024-11-21,part_time_employment,vocational_training_program,shared_housing,yes,postgraduate_degree,carpentry_skills,16
f53cbefd-62d1-49c0-914f-a7ca4cb19c14,Nancy Brown,19,female,disorderly_conduct,2,2023-03-22,self_employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,family_support,no,gcses,coding_basics,14
507cbe74-c5b9-4d59-a7a0-e91a2c19887f,Stephanie Burton,41,female,white_collar_crime,13,2022-10-27,self_employed,entrepreneurship_program,transitional_housing,yes,gcses,landscaping_and_gardening,10
b5e855cc-0d02-4650-8cb3-0f5d36ab6b73,Jessica Harrison,23,female,money_laundering,14,2023-03-14,self_employed,anger_management_program,family_support,yes,no_formal_qualification,retail_management_basics,4
eb739e7c-a237-4f10-a3c6-4bbe1b5ba273,Derek Johnson DDS,36,male,human_trafficking,12,2021-10-08,employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,shared_housing,no,postgraduate_degree,coding_basics,1
a84626f2-9c26-427c-8fcb-f51764e92e17,Brett Fernandez,42,male,stalking,4,2024-11-18,employed,entrepreneurship_program,stable_housing,yes,postgraduate_degree,forklift_operation,1
a5146ab9-a4c6-4113-83f0-ad459864fe45,Mark House,28,female,public_intoxication,2,2024-03-18,self_employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,family_support,yes,vocational_ualification,landscaping_and_gardening,1
472dbde3-e7cf-4a67-9474-74a7a6a3bf48,Julie Fowler,57,male,money_laundering,12,2021-01-20,self_employed,financial_literacy_program,family_support,no,vocational_ualification,forklift_operation,18
c0f4bf61-899f-4256-bea4-8f3ccfa11951,Eric Landry,19,other,stalking,9,2022-12-26,part_time_employment,anger_management_program,shared_housing,no,undergraduate_degree,customer_service_training,12
ea212768-2aa6-47a8-8129-34357a5793c7,Jared Santos,55,other,identity_theft,8,2024-04-16,part_time_employment,none,shared_housing,no,vocational_ualification,coding_basics,12
f3425eeb-4373-40eb-9541-3e568d9d7411,Bethany Campbell,56,other,disorderly_conduct,1,2020-07-06,employed,financial_literacy_program,stable_housing,no,postgraduate_degree,health_and_safety_training,14
f4c92b4f-e814-45fb-b70f-fbe3a962891a,Edward Lee,34,other,embezzlement,7,2023-05-30,part_time_employment,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,shared_housing,yes,vocational_ualification,driving_license_commercial,20
3ae0dc67-b079-4343-bfaa-89d430ef1a73,Jorge Edwards,21,other,illegal_weapons_possession,3,2021-05-07,self_employed,computer_skills_trainingparenting_skills_workshop,transitional_housing,yes,postgraduate_degree,electrical_installation,12
2eb6c766-9822-48d2-a35c-d8d4bb62dfdd,Gloria Gonzalez,36,female,illegal_weapons_possession,7,2022-01-03,employed,financial_literacy_program,shared_housing,no,a_levels,customer_service_training,18
8b38420f-eadf-4dbb-8f10-74c5c0170ee5,Adam Gilmore,24,other,drug_trafficking,11,2019-12-13,self_employed,vocational_training_program,shared_housing,no,no_formal_qualification,carpentry_skills,3
43646aea-3d59-49b5-94cd-2dff6e5e82fb,Joseph Elliott,20,female,embezzlement,6,2022-10-25,part_time_employment,anger_management_program,shared_housing,no,gcses,landscaping_and_gardening,1
cfb687de-7c39-4646-bbd9-bec587d0d912,Cynthia Wilson,48,female,identity_theft,3,2023-08-02,part_time_employment,addiction_recovery_program,shared_housing,no,undergraduate_degree,driving_license_commercial,18
1a023de0-97b1-4710-8737-dcbb719d37bd,Penny Delgado,49,female,trespassing,2,2022-06-28,employed,addiction_recovery_program,transitional_housing,no,vocational_ualification,customer_service_training,0
ea9c9ddf-549d-472a-ad23-f5368561aa2c,Thomas Vaughn,23,male,identity_theft,5,2020-09-27,employed,addiction_recovery_program,transitional_housing,yes,undergraduate_degree,forklift_operation,3
6b014738-50cc-49c7-98df-4fd330608b78,Jenny Wilson,35,female,animal_cruelty,1,2023-03-25,self_employed,none,family_support,yes,gcses,landscaping_and_gardening,17
14cb2041-21f2-4b1d-aa24-c25a9296c957,John Brown,26,male,burglary,6,2024-08-02,employed,none,family_support,yes,postgraduate_degree,plumbing_skills,14
987b0e99-7f8d-47d8-b69b-8e75b2a9d647,Joel Hughes,57,female,shoplifting,1,2021-12-21,self_employed,computer_skills_trainingparenting_skills_workshop,transitional_housing,yes,postgraduate_degree,carpentry_skills,18
c12f1c6f-fc3a-48ed-a420-aeb39c0b4240,Rachel Adams,43,male,identity_theft,3,2021-03-08,employed,none,family_support,yes,gcses,customer_service_training,8
30318851-3493-433a-9d6d-e2d752882d5a,Michael Hardy,24,female,motor_vehicle_theft,3,2020-05-06,self_employed,vocational_training_program,shared_housing,yes,postgraduate_degree,retail_management_basics,1
676a2531-1ea3-4318-9dfe-c49a898c2f51,Thomas Simmons,42,other,illegal_weapons_possession,10,2020-01-23,self_employed,financial_literacy_program,transitional_housing,yes,undergraduate_degree,driving_license_commercial,9
47b6ece4-6b33-4907-9e03-e71a855c6c54,Julie Morse,58,male,white_collar_crime,15,2023-03-19,employed,job_readiness_program,shared_housing,yes,vocational_ualification,electrical_installation,4
d1345987-750d-4c32-95ff-f18b944e67dd,Janet Bartlett,46,female,identity_theft,6,2020-10-26,part_time_employment,none,shared_housing,no,undergraduate_degree,project_management_basics,16
8eacb7c6-b60f-4e02-aada-25959e25b406,Heather Hernandez MD,47,other,prostitution,12,2024-03-02,part_time_employment,anger_management_program,family_support,yes,undergraduate_degree,coding_basics,2
76e5011c-d5f6-4969-8762-af923cadfcfa,Stephanie Walters,28,other,disorderly_conduct,1,2024-09-10,self_employed,addiction_recovery_program,stable_housing,no,undergraduate_degree,driving_license_commercial,15
9a228b70-f792-44b7-a9c1-b6313cb3e478,Kayla Martinez,19,male,human_trafficking,12,2020-03-01,part_time_employment,job_readiness_program,family_support,yes,gcses,carpentry_skills,16
13f686d8-f395-434f-9317-22db888775ac,Tiffany Rodriguez,31,male,burglary,9,2023-06-19,part_time_employment,anger_management_program,shared_housing,yes,a_levels,landscaping_and_gardening,13
289ec452-24ad-4b68-a410-873ed6083f92,Jose Gonzalez,26,female,illegal_weapons_possession,7,2023-07-15,part_time_employment,entrepreneurship_program,family_support,no,a_levels,driving_license_commercial,12
9fdeb49e-7b53-4446-a003-6db0c4c4b144,Brenda Stewart,48,other,stalking,10,2020-07-24,employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,stable_housing,no,vocational_ualification,it_support_certification,0
65dccfce-7d9e-46dc-826d-4b6ad9c84da3,Elizabeth Myers,18,other,cybercrime,11,2021-11-27,employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,shared_housing,yes,a_levels,small_business_basics,0
9ce82668-b35f-4a40-bb4f-5226de41b7e3,Cynthia Case,43,other,counterfeiting,11,2023-04-14,self_employed,addiction_recovery_program,transitional_housing,yes,undergraduate_degree,none,13
7e05b201-442c-4987-8f68-f6939f7b1b8d,Kristen Jones,56,other,arson,15,2020-02-24,self_employed,none,family_support,no,undergraduate_degree,welding_certification,20
6780beea-26e4-4963-a31c-d8114e8c417a,Ray Nixon,18,male,shoplifting,1,2023-01-13,self_employed,financial_literacy_program,transitional_housing,yes,undergraduate_degree,project_management_basics,19
43853f2c-336b-4328-90d0-3a4d912f3a69,Dr. Brittany Weber MD,38,female,vandalism,1,2023-09-07,part_time_employment,anger_management_program,family_support,yes,undergraduate_degree,project_management_basics,7
469fb04a-ddaf-4b5f-b1e1-a6b2f2b97735,Amanda Lamb,29,other,animal_cruelty,1,2022-12-29,employed,mental_health_counseling_program,family_support,yes,gcses,first_aid_certification,20
cffa342d-624e-403b-9a4c-9b0b956636e5,Michael Nichols,32,female,animal_cruelty,2,2022-04-24,employed,anger_management_program,shared_housing,yes,postgraduate_degree,it_support_certification,18
f7844e5a-e488-4538-8d9e-5bdf7a5cf19c,Vanessa Henderson,54,female,arson,11,2023-07-25,self_employed,computer_skills_trainingparenting_skills_workshop,transitional_housing,no,undergraduate_degree,forklift_operation,16
9ee7566a-d4e2-4437-98a2-b27570c72305,Jared Macdonald,20,female,illegal_weapons_possession,5,2022-03-19,part_time_employment,addiction_recovery_program,family_support,yes,postgraduate_degree,first_aid_certification,1
d49f726f-9fef-4b66-ac2b-fdb9d3e02222,Michael Ellis,20,male,white_collar_crime,13,2020-07-16,part_time_employment,none,shared_housing,no,vocational_ualification,electrical_installation,11
c5d77e60-6998-443f-8444-a34bd962a2c5,Jill Romero,38,male,drug_trafficking,15,2020-06-10,self_employed,anger_management_program,shared_housing,yes,undergraduate_degree,none,10
00b888f9-633c-497d-8a05-5422fba84fa5,Joshua Pratt,37,other,stalking,9,2023-05-08,part_time_employment,anger_management_program,shared_housing,yes,postgraduate_degree,electrical_installation,8
993c0c56-aa51-46a6-8a3c-95fede2c23de,Jonathan Duffy,39,other,identity_theft,6,2022-10-19,part_time_employment,mental_health_counseling_program,shared_housing,no,no_formal_qualification,retail_management_basics,19
010724ee-19ec-46b1-8199-83bdce012c44,Curtis Flores,46,other,animal_cruelty,2,2024-02-02,part_time_employment,vocational_training_program,family_support,yes,undergraduate_degree,first_aid_certification,9
99ed791e-955f-4ccf-a132-189ec9fa9bc4,Natasha Jacobs,38,male,drug_trafficking,15,2021-01-07,part_time_employment,none,shared_housing,no,undergraduate_degree,carpentry_skills,15
2247be91-b765-4b20-ae7e-95b76a1982c1,Travis Cruz,57,other,counterfeiting,14,2022-08-23,employed,none,stable_housing,yes,undergraduate_degree,it_support_certification,8
6fc35535-4c17-428f-81b0-b32e955cf5e4,Nicholas Nunez,33,other,money_laundering,11,2022-04-21,self_employed,addiction_recovery_program,stable_housing,yes,undergraduate_degree,coding_basics,14
fd6badda-606e-42f4-8a62-b39f384d9630,William Zamora,58,male,counterfeiting,15,2020-08-01,part_time_employment,job_readiness_program,shared_housing,no,gcses,welding_certification,15
7b7fcc52-410a-4cff-8f62-bd814e211d6b,Benjamin Turner,50,other,bribery,7,2021-09-28,self_employed,job_readiness_program,stable_housing,yes,no_formal_qualification,data_entry,1
b0d406a6-e056-420a-8138-497d8dcaaa0c,Robert Johnson,33,female,credit_card_fraud,7,2020-05-18,self_employed,none,transitional_housing,no,undergraduate_degree,forklift_operation,12
24980681-ad15-4a9a-afa1-2ab082f59f02,Scott Gallagher,56,male,shoplifting,2,2022-09-15,employed,job_readiness_program,transitional_housing,no,no_formal_qualification,small_business_basics,1
d3299679-0c56-46a8-8fab-550f0b077dde,Savannah Moreno,42,other,public_intoxication,1,2021-07-14,employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,family_support,yes,a_levels,small_business_basics,19
81f8f8dd-8c31-4be4-8dd5-e06acaf4a28a,David Carroll,26,female,vandalism,2,2021-05-29,self_employed,anger_management_program,stable_housing,yes,postgraduate_degree,small_business_basics,5
8ef6f720-765a-4b30-8ac7-0556bb15684b,Lawrence Rodriguez,29,other,stalking,3,2022-08-31,self_employed,entrepreneurship_program,transitional_housing,no,gcses,none,8
b8a6475c-38de-4149-adc8-8f14976804b2,Shannon Aguilar,47,female,human_trafficking,14,2019-12-23,employed,financial_literacy_program,stable_housing,no,no_formal_qualification,driving_license_commercial,4
5eeac969-8558-438a-8f14-a6469761da95,Christopher Delacruz,46,female,public_intoxication,1,2022-10-20,part_time_employment,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,shared_housing,no,vocational_ualification,forklift_operation,5
e2619936-56ef-4f1e-be1f-6b9a6cef0c85,Juan Torres,29,male,credit_card_fraud,5,2023-06-25,self_employed,job_readiness_program,transitional_housing,no,no_formal_qualification,data_entry,8
bbed6add-c910-49dd-a948-ebc275d084b5,Antonio Carey,36,male,public_intoxication,1,2022-12-03,part_time_employment,entrepreneurship_program,family_support,no,gcses,data_entry,8
07985766-e5a6-48a9-8169-39758bb89f06,Jennifer Bowen,52,male,animal_cruelty,2,2020-11-30,self_employed,anger_management_program,transitional_housing,yes,a_levels,retail_management_basics,9
5d5c6160-2cd6-4e56-873b-555c6cab5fe2,Rebecca Mack,24,male,illegal_weapons_possession,10,2024-08-21,part_time_employment,financial_literacy_program,shared_housing,no,undergraduate_degree,coding_basics,12
19fdf5ba-17bd-4300-ab3f-2f4cbdfada83,David Welch,18,male,trespassing,1,2024-05-11,part_time_employment,mental_health_counseling_program,family_support,yes,vocational_ualification,welding_certification,11
fddd5718-800e-49e9-a45a-a14415aa1955,Michael Pugh,60,male,money_laundering,15,2023-11-21,self_employed,none,family_support,no,a_levels,welding_certification,7
86b33692-b9e2-4843-9785-3e81e82518ce,Marisa Webb,39,male,credit_card_fraud,3,2020-02-27,employed,anger_management_program,shared_housing,yes,postgraduate_degree,small_business_basics,18
061f3748-4252-4cd7-bb18-327d1ca44e99,Shawn Adams,52,other,child_endangerment,12,2024-03-27,part_time_employment,financial_literacy_program,family_support,yes,no_formal_qualification,plumbing_skills,9
e75c6297-2260-47ed-8a63-53f743a0ee0b,Kevin Henderson,46,female,child_endangerment,13,2021-03-01,self_employed,mental_health_counseling_program,family_support,no,gcses,carpentry_skills,17
4f7aafa4-b270-4c6d-b7b0-8379f9617c08,Nicholas Wilson,50,female,illegal_weapons_possession,6,2022-07-19,employed,financial_literacy_program,stable_housing,no,postgraduate_degree,retail_management_basics,15
b9232b25-54c1-4bd8-aa07-dc2f00dafee3,Lee Johnson,43,female,child_endangerment,11,2021-10-28,employed,none,shared_housing,yes,a_levels,carpentry_skills,0
060c8c18-4faa-4947-9c48-67d6aa474a53,Benjamin Higgins,37,female,embezzlement,4,2021-02-11,self_employed,computer_skills_trainingparenting_skills_workshop,transitional_housing,yes,postgraduate_degree,carpentry_skills,6
8a1628c7-7609-4041-98f8-dd34e90ceb83,James Arroyo,28,male,domestic_violence,9,2023-01-13,employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,shared_housing,no,gcses,health_and_safety_training,11
4adb2023-3f8a-414d-b85d-bdecaa2591ef,Lance Mills,31,male,tax_evasion,14,2023-11-20,part_time_employment,anger_management_program,family_support,yes,gcses,electrical_installation,11
78d8b0f3-8455-44af-88f8-d46b99cc5aac,Brittany Jackson,41,male,burglary,5,2023-03-11,self_employed,addiction_recovery_program,shared_housing,no,gcses,project_management_basics,3
5a17f104-f5d8-4f51-ae09-899483e0adae,Billy Smith,19,male,credit_card_fraud,4,2020-02-15,part_time_employment,computer_skills_trainingparenting_skills_workshop,shared_housing,no,vocational_ualification,data_entry,18
80efdf43-731d-47ef-9360-f95eff660988,Ricky Schmidt,31,female,illegal_weapons_possession,8,2024-06-18,part_time_employment,anger_management_program,shared_housing,no,a_levels,welding_certification,10
970c4203-907e-4fd0-b039-91642e389a3f,Michael Fields,54,male,disorderly_conduct,1,2022-03-21,self_employed,job_readiness_program,stable_housing,no,a_levels,data_entry,11
d42535fb-cb37-4267-b144-b4ebc4c2ce24,John Hill,23,female,trespassing,2,2022-09-24,part_time_employment,mental_health_counseling_program,shared_housing,yes,vocational_ualification,catering_and_hospitality,19
f25042f7-be6d-413a-9b25-90e465bb9303,Diana Atkinson,28,other,arson,13,2021-09-18,self_employed,financial_literacy_program,shared_housing,no,gcses,health_and_safety_training,6
664f81ce-edff-4707-9d0b-cd71dc42c17e,Sylvia Benson,18,male,embezzlement,4,2020-10-02,part_time_employment,mental_health_counseling_program,shared_housing,no,no_formal_qualification,forklift_operation,4
7ba8a858-13cf-418b-b2fb-aa73fc90f7d1,Adrian King,57,female,arson,13,2024-02-21,part_time_employment,vocational_training_program,family_support,no,postgraduate_degree,project_management_basics,11
59b30134-681d-46cb-8542-ae106a8deac5,Martin Carr,57,female,white_collar_crime,14,2021-06-29,employed,financial_literacy_program,family_support,no,no_formal_qualification,landscaping_and_gardening,19
ed66c546-7ace-42df-8c7c-14a7c67b8b35,Cynthia Robbins,44,female,white_collar_crime,13,2022-08-21,part_time_employment,addiction_recovery_program,family_support,yes,vocational_ualification,landscaping_and_gardening,13
4c311b08-74ea-4671-8621-e33598cc88db,Stephen Ramirez,34,male,prostitution,14,2020-10-11,part_time_employment,financial_literacy_program,shared_housing,no,no_formal_qualification,catering_and_hospitality,19
3b188ca2-17f9-475b-bab2-ff45ac163f07,Ryan Sanders,59,other,disorderly_conduct,1,2023-07-24,employed,time_management_trainingsubstance_abuse_treatmentconflict_resolution_programfinancial_planning_workshopliteracy_and_numeracy_traininglife_skills_development_programcommunity_service_engagementpeer_support_groupsemotional_wellbeing_workshopspublic_speaking_trainingresume_and_interview_skillslegal_aid_support_programphysical_fitness_and_wellbeing,shared_housing,yes,vocational_ualification,small_business_basics,9
5ba3e3df-bd6f-49f6-94ed-62535c528288,Robert House,47,other,stalking,5,2024-07-08,self_employed,computer_skills_trainingparenting_skills_workshop,transitional_housing,no,gcses,coding_basics,19
09abbe5e-7fda-48fa-973c-6a949420c112,Matthew Pearson,42,other,illegal_weapons_possession,4,2021-05-24,part_time_employment,none,shared_housing,yes,gcses,project_management_basics,1
830f0597-530b-4292-b211-fb761fe3437d,Deborah Chapman,19,other,counterfeiting,14,2020-08-26,self_employed,none,family_support,no,postgraduate_degree,electrical_installation,13
198bc028-9a5f-4cd6-b3f9-c269fa9c00de,Andrew Reeves,29,male,stalking,4,2023-10-01,part_time_employment,entrepreneurship_program,family_support,no,undergraduate_degree,landscaping_and_gardening,12
